name,Z,A,m,error
Bi,83,211,210.987269065,5.902e-06
Bi,83,212,211.991282623,2.134e-06
Bi,83,213,212.994384864,5.363e-06
Bi,83,214,213.998710744,1.2053e-05
Bi,83,215,215.001769805,1.6e-05
Bi,83,216,216.006305972,1.2e-05
Bi,83,217,217.00954,0.00021
Bi,83,218,218.014146,0.000385
Po,84,187,187.003043307,3.4281e-05
Po,84,188,187.999415942,1.9752e-05
Po,84,189,188.998475975,2.0764e-05
Po,84,190,189.99510038,1.4396e-05
Po,84,191,190.994572941,1.2679e-05
Po,84,192,191.991334963,1.193e-05
Po,84,193,192.991025678,3.7208e-05
Po,84,194,193.988184795,1.3471e-05
Po,84,195,194.988114532,4.2107e-05
Po,84,196,195.985535488,1.3784e-05
Po,84,197,196.985659522,5.3332e-05
Po,84,198,197.983388008,1.8721e-05
Po,84,199,198.983666243,2.5167e-05
Po,84,200,199.98179782,1.5458e-05
Po,84,201,200.982259792,6.278e-06
Po,84,202,201.980756688,1.5756e-05
Po,84,203,202.981416116,9.291e-06
Po,84,204,203.980304767,1.1834e-05
Po,84,205,204.981203322,2.1355e-05
Po,84,206,205.980477194,3.669e-06
Po,84,207,206.981592485,7.168e-06
Po,84,208,207.981244812,1.936e-06
Po,84,209,208.982429554,1.978e-06
Po,84,210,209.982872793,1.335e-06
Po,84,211,210.986652272,1.444e-06
Po,84,212,211.988867077,1.342e-06
Po,84,213,212.992856428,3.32e-06
Po,84,214,213.995200408,1.643e-06
Po,84,215,214.999420261,2.713e-06
Po,84,216,216.001908784,2.359e-06
Po,84,217,217.006319051,6.719e-06
Po,84,218,218.008972569,2.519e-06
Po,84,219,219.013517,0.000215
Po,84,220,220.016382,0.000215
At,85,191,191.004145629,1.7334e-05
At,85,192,192.003133883,5.9756e-05
At,85,193,192.999929672,5.8244e-05
At,85,194,193.999249128,3.2522e-05
At,85,195,194.996268131,9.721e-06
At,85,196,195.995788077,6.4308e-05
At,85,197,196.993189174,5.4661e-05
At,85,198,197.992860362,1.5906e-05
At,85,199,198.990528937,6.042e-06
At,85,200,199.990351015,2.6264e-05
At,85,201,200.988417277,8.786e-06
At,85,202,201.988630302,3.0034e-05
At,85,203,202.986941527,1.2532e-05
At,85,204,203.98725019,2.6237e-05
At,85,205,204.986074522,1.6228e-05
At,85,206,205.986657035,1.6109e-05
At,85,207,206.985800091,1.3322e-05
At,85,208,207.986613198,9.578e-06
At,85,209,208.986169605,5.483e-06
At,85,210,209.987146832,8.42e-06
At,85,211,210.987495338,2.976e-06
At,85,212,211.990736411,2.613e-06
At,85,213,212.992935702,5.284e-06
At,85,214,213.99637079,4.644e-06
At,85,215,214.998652173,7.347e-06
At,85,216,216.002420152,3.914e-06
At,85,217,217.004719035,5.27e-06
At,85,218,218.008693541,1.2475e-05
At,85,219,219.011161973,4.154e-06
At,85,220,220.015407711,5.5002e-05
At,85,221,221.01805,0.00021
At,85,222,222.02216,0.00032
At,85,223,223.02509,0.00043
Rn,86,193,193.009710524,2.4436e-05
Rn,86,194,194.0061442,1.8094e-05
Rn,86,195,195.005436151,5.5154e-05
Rn,86,196,196.002115036,1.5479e-05
Rn,86,197,197.001584754,6.5312e-05
Rn,86,198,197.998677851,1.4032e-05
Rn,86,199,198.998378856,6.8222e-05
Rn,86,200,199.995700017,1.3974e-05
Rn,86,201,200.99562801,5.3389e-05
Rn,86,202,201.993263153,1.8824e-05
Rn,86,203,202.993386869,2.5266e-05
Rn,86,204,203.991428953,1.5582e-05
Rn,86,205,204.991718826,5.4043e-05
Rn,86,206,205.99021325,1.5855e-05
Rn,86,207,206.990730237,9.121e-06
Rn,86,208,207.989629115,1.1968e-05
Rn,86,209,208.990414741,2.1458e-05
Rn,86,210,209.989692309,4.342e-06
Rn,86,211,210.990599833,7.333e-06
Rn,86,212,211.990702638,3.416e-06
Rn,86,213,212.993881786,6.095e-06
Rn,86,214,213.995361673,9.876e-06
Rn,86,215,214.9987446,8.252e-06
Rn,86,216,216.000273476,7.85e-06
Rn,86,217,217.003926822,4.538e-06
Rn,86,218,218.005600324,2.547e-06
Rn,86,219,219.009480477,2.695e-06
Rn,86,220,220.011387723,2.358e-06
Rn,86,221,221.015537967,6.321e-06
Rn,86,222,222.017577269,2.498e-06
Rn,86,223,223.021895915,1.1e-05
Rn,86,224,224.024085082,1.6e-05
Rn,86,225,225.028508696,2.3e-05
Rn,86,226,226.030852862,1.7e-05
Rn,86,227,227.035292476,1.9e-05
Rn,86,228,228.037841642,2.4e-05
Fr,87,199,199.007258179,4.4889e-05
Fr,87,200,200.006574461,8.3766e-05
Fr,87,201,201.00386658,7.661e-05
Fr,87,202,202.003395565,1.6559e-05
Fr,87,203,203.000941947,6.895e-06
Fr,87,204,204.000652059,2.6398e-05
Fr,87,205,204.998593989,8.399e-06
Fr,87,206,205.998666132,3.0268e-05
Fr,87,207,206.996948656,5.4422e-05
Fr,87,208,207.997133003,5.6233e-05
Fr,87,209,208.995953593,1.576e-05
Fr,87,210,209.99642246,1.6223e-05
Fr,87,211,210.995555481,1.2877e-05
Fr,87,212,211.996225548,9.421e-06
Fr,87,213,212.99618545,5.47e-06
Fr,87,214,213.998970267,9.411e-06
Fr,87,215,215.000340562,7.603e-06
Fr,87,216,216.003188589,4.511e-06
Fr,87,217,217.004631006,7.03e-06
Fr,87,218,218.007577377,5.133e-06
Fr,87,219,219.009251751,7.603e-06
Fr,87,220,220.012324299,4.393e-06
Fr,87,221,221.014254995,5.14e-06
Fr,87,222,222.017551223,2.278e-05
Fr,87,223,223.019736138,2.55e-06
Fr,87,224,224.023243678,5.3728e-05
Fr,87,225,225.025566599,3.2362e-05
Fr,87,226,226.029385761,0.000107383
Fr,87,227,227.031835468,0.000107383
Fr,87,228,228.035734,0.000215
Fr,87,229,229.038450256,4e-05
Fr,87,230,230.042404423,3.2e-05
Fr,87,231,231.045398,0.000369
Fr,87,232,232.049492,0.000227
Ra,88,201,201.012712,0.000126
Ra,88,202,202.009758438,2.6014e-05
Ra,88,203,203.009293274,8.6807e-05
Ra,88,204,204.006501453,1.5761e-05
Ra,88,205,205.006268245,7.5707e-05
Ra,88,206,206.00382693,1.9347e-05
Ra,88,207,207.003798287,5.9326e-05
Ra,88,208,208.001840152,1.6515e-05
Ra,88,209,209.0019914,5.4178e-05
Ra,88,210,210.000493199,1.6239e-05
Ra,88,211,211.000893197,8.5e-06
Ra,88,212,211.999781143,1.2102e-05
Ra,88,213,213.000384489,2.1598e-05
Ra,88,214,214.00010293,5.165e-06
Ra,88,215,215.002719143,8.189e-06
Ra,88,216,216.003532142,9.394e-06
Ra,88,217,217.006319443,9.156e-06
Ra,88,218,218.007139347,1.2008e-05
Ra,88,219,219.010084193,8.881e-06
Ra,88,220,220.011027489,9.92e-06
Ra,88,221,221.013916484,4.998e-06
Ra,88,222,222.015373673,4.903e-06
Ra,88,223,223.018502444,2.686e-06
Ra,88,224,224.020205547,2.358e-06
Ra,88,225,225.023612748,3.177e-06
Ra,88,226,226.025409353,2.484e-06
Ra,88,227,227.029177373,2.501e-06
Ra,88,228,228.031074994,2.818e-06
Ra,88,229,229.034949372,1.6115e-05
Ra,88,230,230.03705476,1.1053e-05
Ra,88,231,231.041037037,2.1e-05
Ra,88,232,232.043476203,1.3e-05
Ra,88,233,233.047866,0.000441
Ra,88,234,234.050619,0.000526
Ac,89,206,206.014527698,5.6173e-05
Ac,89,207,207.011967049,5.4118e-05
Ac,89,208,208.011550405,5.9817e-05
Ac,89,209,209.009494892,5.433e-05
Ac,89,210,210.009436051,6.1623e-05
Ac,89,211,211.007734077,7.6439e-05
Ac,89,212,212.007808043,7.7739e-05
Ac,89,213,213.00660768,5.5943e-05
Ac,89,214,214.00691854,1.6444e-05
Ac,89,215,215.006474269,1.3322e-05
Ac,89,216,216.008743478,1.1607e-05
Ac,89,217,217.009343282,1.2229e-05
Ac,89,218,218.011640574,5.4495e-05
Ac,89,219,219.012419454,5.4213e-05
Ac,89,220,220.014753577,6.6e-06
Ac,89,221,221.015590303,5.4135e-05
Ac,89,222,222.017842905,5.579e-06
Ac,89,223,223.01913707,7.679e-06
Ac,89,224,224.02171976,4.456e-06
Ac,89,225,225.02322984,4.993e-06
Ac,89,226,226.026097369,3.565e-06
Ac,89,227,227.027752408,2.546e-06
Ac,89,228,228.031025813,2.907e-06
Ac,89,229,229.033010706,3.4964e-05
Ac,89,230,230.036292544,0.000322252
Ac,89,231,231.03855815,0.000107371
Ac,89,232,232.042032139,0.00010738
Ac,89,233,233.04453,0.00011
Ac,89,234,234.04836,0.00021
Th,90,209,209.017752973,9.2805e-05
Th,90,210,210.015092519,2.0314e-05
Th,90,211,211.014928596,8.0005e-05
Th,90,212,212.012986626,1.7225e-05
Th,90,213,213.013010167,7.6266e-05
Th,90,214,214.011499189,1.7243e-05
Th,90,215,215.011724757,9.49e-06
Th,90,216,216.011050586,1.2601e-05
Th,90,217,217.013116932,2.2027e-05
Th,90,218,218.013279533,1.1062e-05
Th,90,219,219.015536204,5.4298e-05
Th,90,220,220.015746867,2.3801e-05
Th,90,221,221.018182789,1.0045e-05
Th,90,222,222.018467237,1.3192e-05
Th,90,223,223.020810563,9.903e-06
Th,90,224,224.021466,1.1757e-05
Th,90,225,225.023950167,5.493e-06
Th,90,226,226.024902229,5.049e-06
Th,90,227,227.027704343,2.684e-06
Th,90,228,228.028734823,2.356e-06
Th,90,229,229.031763624,2.998e-06
Th,90,230,230.033133149,1.896e-06
Th,90,231,231.036303708,1.903e-06
Th,90,232,232.038060026,2.384e-06
Th,90,233,233.041586541,2.385e-06
Th,90,234,234.04360245,3.758e-06
Th,90,235,235.047511293,5.3716e-05
Th,90,236,236.04987,0.00021
Th,90,237,237.053894,0.000385
Th,90,238,238.056497,0.000304
Pa,91,212,212.023202993,8.037e-05
Pa,91,213,213.021109369,7.6374e-05
Pa,91,214,214.020918482,8.1723e-05
Pa,91,215,215.019185106,9.3403e-05
Pa,91,216,216.019103784,7.939e-05
Pa,91,217,217.018326371,5.6059e-05
Pa,91,218,218.020058631,1.9638e-05
Pa,91,219,219.019903787,5.5305e-05
Pa,91,220,220.021898705,5.4917e-05
Pa,91,221,221.021874351,5.5052e-05
Pa,91,222,222.023741,7.8e-05
Pa,91,223,223.023961338,7.629e-05
Pa,91,224,224.025616337,8.162e-06
Pa,91,225,225.026129733,7.6235e-05
Pa,91,226,226.027946806,1.2271e-05
Pa,91,227,227.028804675,8.009e-06
Pa,91,228,228.03104827,4.722e-06
Pa,91,229,229.032097077,2.931e-06
Pa,91,230,230.034540035,3.504e-06
Pa,91,231,231.035884277,2.398e-06
Pa,91,232,232.038585276,8.315e-06
Pa,91,233,233.040248815,2.244e-06
Pa,91,234,234.043309277,5.071e-06
Pa,91,235,235.045445066,5.3713e-05
Pa,91,236,236.048682746,0.000214717
Pa,91,237,237.05114711,0.000107373
Pa,91,238,238.054503929,6.4445e-05
Pa,91,239,239.05726,0.00021
U,92,217,217.024382652,9.3262e-05
U,92,218,218.023522502,1.9572e-05
U,92,219,219.025016432,5.4509e-05
U,92,222,222.026081,0.000108
U,92,223,223.027737909,7.6351e-05
U,92,224,224.027603882,2.7176e-05
U,92,225,225.029389831,1.2428e-05
U,92,226,226.029337817,1.3999e-05
U,92,227,227.031155482,1.8104e-05
U,92,228,228.031373109,1.6051e-05
U,92,229,229.033505084,6.396e-06
U,92,230,230.033938943,5.106e-06
U,92,231,231.036293977,3.224e-06
U,92,232,232.037149836,2.356e-06
U,92,233,233.039636574,2.871e-06
U,92,234,234.040953616,1.97e-06
U,92,235,235.043931368,1.962e-06
U,92,236,236.045569468,1.966e-06
U,92,237,237.048731636,2.027e-06
U,92,238,238.050789466,2.047e-06
U,92,239,239.054294518,2.055e-06
U,92,240,240.056593384,5.534e-06
U,92,242,242.062933,0.000215
Np,93,225,225.033910301,7.6889e-05
Np,93,226,226.035145,9.5e-05
Np,93,227,227.034955853,7.784e-05
Np,93,228,228.036065589,5.4294e-05
Np,93,229,229.036262863,9.3237e-05
Np,93,230,230.03782665,5.5062e-05
Np,93,231,231.038244688,5.4271e-05
Np,93,232,232.040102,0.000107
Np,93,233,233.04074083,5.4694e-05
Np,93,234,234.042896565,9.147e-06
Np,93,235,235.044064523,2.136e-06
Np,93,236,236.046563283,5.4145e-05
Np,93,237,237.048174914,1.971e-06
Np,93,238,238.050947876,1.983e-06
Np,93,239,239.052940487,2.234e-06
Np,93,240,240.056163645,1.6253e-05
Np,93,241,241.058253894,7.5936e-05
Np,93,242,242.061642566,0.000214718
Np,93,243,243.06428,3.4e-05
Np,93,244,244.06785,0.00032
Pu,94,228,228.03873121,3.3145e-05
Pu,94,229,229.040142095,5.5097e-05
Pu,94,230,230.039649,1.6206e-05
Pu,94,231,231.041100221,2.8375e-05
Pu,94,232,232.041186199,1.9416e-05
Pu,94,233,233.04299652,5.4057e-05
Pu,94,234,234.043316234,7.476e-06
Pu,94,235,235.045286322,2.2079e-05
Pu,94,236,236.046051647,2.358e-06
Pu,94,237,237.048411069,2.389e-06
Pu,94,238,238.049561412,1.977e-06
Pu,94,239,239.052164844,1.966e-06
Pu,94,240,240.053815008,1.964e-06
Pu,94,241,241.056852919,1.964e-06
Pu,94,242,242.058743997,2e-06
Pu,94,243,243.062004489,3.424e-06
Pu,94,244,244.064205302,5.425e-06
Pu,94,245,245.067825968,1.5477e-05
Pu,94,246,246.070206018,1.6377e-05
Pu,94,247,247.07419,0.00021
Am,95,232,232.04659,0.00032
Am,95,233,233.046347,0.000109
Am,95,234,234.047808,0.000223
Am,95,235,235.047907569,5.6037e-05
Am,95,236,236.049422,0.00012
Am,95,237,237.049996,6.4e-05
Am,95,238,238.051985852,5.4451e-05
Am,95,239,239.053025736,2.621e-06
Am,95,240,240.055301645,1.4931e-05
Am,95,241,241.056830611,1.967e-06
Am,95,242,242.059550625,1.97e-06
Am,95,243,243.061382541,2.465e-06
Am,95,244,244.06428631,2.238e-06
Am,95,245,245.066453577,3.724e-06
Am,95,246,246.069776009,1.9512e-05
Am,95,247,247.072094,0.000107
Cm,96,234,234.050158953,1.9543e-05
Cm,96,237,237.052868097,7.618e-05
Cm,96,238,238.053080266,1.3233e-05
Cm,96,239,239.054910233,5.8041e-05
Cm,96,240,240.055523225,2.442e-06
Cm,96,241,241.057654412,2.318e-06
Cm,96,242,242.05883734,1.979e-06
Cm,96,243,243.061390578,2.24e-06
Cm,96,244,244.062754041,1.964e-06
Cm,96,245,245.065492712,2.238e-06
Cm,96,246,246.067225049,2.216e-06
Cm,96,247,247.070354934,4.686e-06
Cm,96,248,248.072349903,5.428e-06
Cm,96,249,249.075954808,5.434e-06
Cm,96,250,250.078358354,1.2029e-05
Cm,96,251,251.082287245,2.4477e-05
Bk,97,238,238.05828,0.000309
Bk,97,240,240.059753,0.000161
Bk,97,241,241.060231,0.000215
Bk,97,242,242.061983,0.000215
Bk,97,243,243.063008827,5.092e-06
Bk,97,244,244.06518224,1.5536e-05
Bk,97,245,245.066363082,2.479e-06
Bk,97,246,246.068674334,6.445e-05
Bk,97,247,247.070308541,5.907e-06
Bk,97,248,248.073088,7.6e-05
Bk,97,249,249.07498812,2.807e-06
Bk,97,250,250.078317906,4.262e-06
Bk,97,251,251.080762812,1.1753e-05
Bk,97,252,252.084311,0.000215
Cf,98,237,237.062196269,9.3798e-05
Cf,98,238,238.06141,0.00043
Cf,98,239,239.062421,0.000225
Cf,98,240,240.062272368,3.0812e-05
Cf,98,241,241.063694,0.000178
Cf,98,242,242.06375312,1.3935e-05
Cf,98,243,243.06538,0.000123
Cf,98,244,244.065994398,3.106e-06
Cf,98,245,245.068049899,3.018e-06
Cf,98,246,246.068806829,2.246e-06
Cf,98,247,247.070965437,1.6461e-05
Cf,98,248,248.072186324,5.716e-06
Cf,98,249,249.074855,2.361e-06
Cf,98,250,250.076407452,2.226e-06
Cf,98,251,251.079589428,4.784e-06
Cf,98,252,252.08162724,5.428e-06
Cf,98,253,253.08513454,6.629e-06
Cf,98,254,254.087324303,1.3208e-05
Cf,98,255,255.091049,0.000215
Cf,98,256,256.093442,0.000338
Es,99,241,241.068537,0.000244
Es,99,242,242.069644,0.00031
Es,99,243,243.069509,0.000222
Es,99,244,244.070876,0.000195
Es,99,245,245.071325,0.000215
Es,99,246,246.072897,0.00024
Es,99,247,247.073621991,2.087e-05
Es,99,248,248.075472,5.6e-05
Es,99,249,249.076412,3.2e-05
Es,99,250,250.078614,0.000107
Es,99,251,251.079993603,6.52e-06
Es,99,252,252.082979905,5.3951e-05
Es,99,253,253.084826159,2.807e-06
Es,99,254,254.088023407,4.556e-06
Es,99,255,255.090275762,1.1841e-05
Es,99,256,256.0936,0.000108
Es,99,257,257.095979,0.000441
Fm,100,242,242.07343,0.00043
Fm,100,243,243.074356,0.000231
Fm,100,244,244.074054,0.000217
Fm,100,245,245.075353,0.000209
Fm,100,246,246.075349316,1.654e-05
Fm,100,247,247.076849,0.000123
Fm,100,248,248.077181458,9.18e-06
Fm,100,249,249.078928513,6.776e-06
Fm,100,250,250.079522086,8.615e-06
Fm,100,251,251.081539864,1.632e-05
Fm,100,252,252.082468318,6.105e-06
Fm,100,253,253.085185669,3.724e-06
Fm,100,254,254.086855605,2.991e-06
Fm,100,255,255.089964842,5.155e-06
Fm,100,256,256.091774509,7.694e-06
Fm,100,257,257.095106119,6.8e-06
Fm,100,258,258.097077,0.000215
Fm,100,259,259.100598,0.000304
Fm,100,260,260.102809,0.000546
Md,101,245,245.080786,0.000329
Md,101,246,246.081789,0.000313
Md,101,247,247.081522,0.000222
Md,101,248,248.082816,0.000255
Md,101,249,249.083008,0.00024
Md,101,250,250.084416,0.000323
Md,101,251,251.08477435,2.031e-05
Md,101,252,252.086432,0.00014
Md,101,253,253.087145,3.4e-05
Md,101,254,254.089658,0.000107
Md,101,255,255.091084166,7.113e-06
Md,101,256,256.094052882,7.6104e-05
Md,101,257,257.095542831,3.005e-06
Md,101,258,258.098432704,4.973e-06
Md,101,259,259.100512,0.000215
Md,101,260,260.103653,0.00034
No,102,248,248.086566,0.000242
No,102,249,249.0878,0.0003
No,102,250,250.087561,0.000215
No,102,251,251.088847,0.000123
No,102,252,252.088962394,1.0018e-05
No,102,253,253.090564963,7.495e-06
No,102,254,254.09095638,1.0762e-05
No,102,255,255.093191378,1.6e-05
No,102,256,256.094284128,8.458e-06
No,102,257,257.096888928,7.44e-06
No,102,258,258.098208,0.000215
No,102,259,259.101033,0.000108
No,102,260,260.102644,0.000215
No,102,262,262.107464,0.000387
Lr,103,252,252.095253,0.000277
Lr,103,253,253.095186,0.000241
Lr,103,254,254.096484,0.000323
Lr,103,255,255.096562378,1.9e-05
Lr,103,256,256.098494004,8.9e-05
Lr,103,257,257.099418,4.7e-05
Lr,103,258,258.101826,0.00011
Lr,103,259,259.102902,7.6e-05
Lr,103,260,260.105497,0.000133
Lr,103,261,261.106885,0.000215
Lr,103,262,262.109463,0.000215
Rf,104,253,253.100656,0.00044
Rf,104,254,254.100051,0.000304
Rf,104,255,255.101172,0.000123
Rf,104,256,256.101147704,1.9183e-05
Rf,104,257,257.10291898,1.166e-05
Rf,104,258,258.103428398,3.4438e-05
Rf,104,259,259.105596,7.8e-05
Rf,104,260,260.106442,0.000215
Rf,104,261,261.108775848,3.9258e-05
Rf,104,262,262.109926,0.000304
Rf,104,263,263.112549,0.000196
Rf,104,265,265.116834,0.000456
Db,105,255,255.107076,0.000454
Db,105,256,256.107879,0.000278
Db,105,257,257.107673,0.000242
Db,105,258,258.109287,0.000328
Db,105,259,259.109491839,5.694e-05
Db,105,260,260.110964821,9.482e-05
Db,105,261,261.111917,0.000118
Db,105,262,262.1141,0.000195
Db,105,263,263.11499,0.000181
Db,105,267,267.122595,0.000504
Db,105,268,268.125607,0.000568
Sg,106,258,258.113036,0.000443
Sg,106,259,259.114318,0.000123
Sg,106,260,260.114379591,2.2065e-05
Sg,106,261,261.11595032,1.9881e-05
Sg,106,262,262.116338,0.000217
Sg,106,263,263.118294,0.000102
Sg,106,264,264.118933,0.000304
Sg,106,265,265.121101,0.000127
Sg,106,266,266.122062,0.000322
Sg,106,267,267.124412,0.000296
Sg,106,269,269.128777,0.000459
Sg,106,271,271.133601,0.000619
Bh,107,260,260.121648,0.000284
Bh,107,261,261.12155,0.000248
Bh,107,262,262.122968,0.000328
Bh,107,264,264.12426,0.000188
Bh,107,265,265.124914,0.000251
Bh,107,266,266.126925,0.000213
Bh,107,267,267.127652,0.000282
Bh,107,270,270.133311,0.000391
Bh,107,272,272.138038,0.000571
Hs,108,263,263.128793,0.000135
Hs,108,264,264.128352403,3.1019e-05
Hs,108,265,265.130078394,5.724e-05
Hs,108,266,266.130037,0.000219
Hs,108,267,267.131673,0.000103
Hs,108,269,269.133769,0.000127
Hs,108,270,270.134342,0.000327
Hs,108,271,271.137149,0.000301
Hs,108,275,275.146336,0.000621
Hs,108,277,277.151456,0.000742
Mt,109,266,266.137376,0.000329
Mt,109,268,268.138392,0.000248
Mt,109,270,270.140459,0.000219
Mt,109,274,274.147193,0.000449
Mt,109,275,275.148542,0.000635
Mt,109,276,276.151219,0.000573
Ds,110,267,267.144147,0.000181
Ds,110,269,269.144958118,6.125e-05
Ds,110,270,270.144659,0.000225
Ds,110,271,271.145946,0.000104
Ds,110,272,272.146021,0.000617
Ds,110,273,273.148576,0.000138
Ds,110,279,279.159508,0.000624
Ds,110,280,280.160635,0.000885
Ds,110,281,281.163567,0.000744
Rg,111,272,272.153284,0.000271
Rg,111,274,274.155384,0.000226
Rg,111,278,278.161441,0.000452
Rg,111,279,279.162443,0.000637
Rg,111,280,280.164656,0.000586
Cn,112,277,277.163656,0.000148
Cn,112,282,282.169863,0.000704
Cn,112,283,283.172476,0.000626
Cn,112,284,284.173329,0.00091
Cn,112,285,285.176182,0.000746
Nh,113,278,278.170709,0.000232
Nh,113,282,282.17562,0.000455
Nh,113,283,283.176067,0.00064
Nh,113,284,284.178156,0.000588
Fl,114,286,286.183601,0.000705
Fl,114,287,287.185989,0.000628
Fl,114,288,288.186763,0.000911
Fl,114,289,289.189515,0.000748
Mc,115,287,287.1902,0.000642
Mc,115,288,288.192147,0.00059
Lv,116,290,290.198005,0.00071
Lv,116,291,291.200283,0.000631
Lv,116,292,292.200969,0.000914
Lv,116,293,293.203591,0.000749
Og,118,294,294.213287,0.000713
